clientId,transaction,amount,date,status
clt_19,D,1850.93,2026-02-25,Completed
clt_2,D,646.14,2026-02-25,Completed
clt_20,D,3045.76,2026-02-25,Failed
clt_20,D,7746.48,2026-02-25,Completed
clt_20,W,331.30,2026-02-25,Completed
clt_4,D,348.40,2026-02-25,Completed
clt_8,D,2171.83,2026-02-25,Completed
clt_8,W,845.51,2026-02-25,Completed
clt_9,W,2436.70,2026-02-25,Completed
clt_9,W,395.01,2026-02-25,Completed
clt_1,W,452.29,2026-02-26,Completed
clt_10,D,234.81,2026-02-26,Completed
clt_11,W,283.11,2026-02-26,Completed
clt_11,W,591.61,2026-02-26,Completed
clt_12,W,344.14,2026-02-26,Completed
clt_13,W,861.31,2026-02-26,Completed
clt_16,D,2634.15,2026-02-26,Completed
clt_18,W,2226.23,2026-02-26,Completed
clt_19,W,500.16,2026-02-26,Completed
clt_20,W,651.58,2026-02-26,Completed
clt_20,W,794.11,2026-02-26,Completed
clt_5,D,1395.38,2026-02-26,Completed
clt_8,W,345.37,2026-02-26,Completed
clt_8,W,562.99,2026-02-26,Pending
clt_10,W,174.75,2026-02-27,Failed
clt_10,W,4153.92,2026-02-27,Completed
clt_12,W,1169.62,2026-02-27,Completed
clt_14,D,6.85,2026-02-27,Completed
clt_14,W,817.77,2026-02-27,Pending
clt_15,D,3206.07,2026-02-27,Completed
clt_16,W,586.31,2026-02-27,Completed
clt_16,W,868.62,2026-02-27,Pending
clt_18,D,56.79,2026-02-27,Completed
clt_20,D,70.07,2026-02-27,Completed
clt_3,W,594.84,2026-02-27,Pending
clt_9,D,6948.71,2026-02-27,Completed
clt_11,W,521.46,2026-02-28,Completed
clt_5,D,194.99,2026-02-28,Completed
clt_7,W,1196.28,2026-02-28,Completed
clt_1,D,2661.53,2026-03-01,Completed
clt_10,D,1551.48,2026-03-01,Completed
clt_16,D,2626.58,2026-03-01,Completed
clt_3,D,6510.44,2026-03-01,Completed
clt_5,W,469.33,2026-03-01,Completed
clt_6,W,1007.55,2026-03-01,Completed
clt_7,D,30.50,2026-03-01,Completed
clt_12,D,57.47,2026-03-02,Failed
clt_13,D,2101.13,2026-03-02,Completed
clt_14,D,328.83,2026-03-02,Completed
clt_14,D,712.18,2026-03-02,Completed
clt_18,D,133.75,2026-03-02,Completed
clt_18,D,541.43,2026-03-02,Completed
clt_18,W,4830.48,2026-03-02,Completed
clt_3,D,819.55,2026-03-02,Completed
clt_8,D,2760.77,2026-03-02,Completed
clt_11,W,286.31,2026-03-03,Completed
clt_15,D,79.28,2026-03-03,Completed
clt_15,W,135.90,2026-03-03,Completed
clt_17,D,115.88,2026-03-03,Completed
clt_17,D,1193.79,2026-03-03,Completed
clt_18,D,31.38,2026-03-03,Completed
clt_2,D,8670.46,2026-03-03,Completed
clt_2,W,1244.84,2026-03-03,Pending
clt_20,W,105.75,2026-03-03,Completed
clt_5,D,17.71,2026-03-03,Completed
clt_11,D,1085.90,2026-03-04,Completed
clt_12,D,1030.22,2026-03-04,Completed
clt_13,W,1167.15,2026-03-04,Completed
clt_14,D,438.54,2026-03-04,Completed
clt_15,W,2597.10,2026-03-04,Completed
clt_18,D,6847.55,2026-03-04,Completed
clt_2,D,4655.24,2026-03-04,Completed
clt_3,D,3971.87,2026-03-04,Completed
clt_11,D,1158.58,2026-03-05,Completed
clt_13,D,741.48,2026-03-05,Completed
clt_16,D,4696.24,2026-03-05,Completed
clt_18,D,29.06,2026-03-05,Completed
clt_18,W,274.44,2026-03-05,Completed
clt_19,W,463.75,2026-03-05,Completed
clt_20,D,886.33,2026-03-05,Completed
clt_3,D,1539.11,2026-03-05,Completed
clt_3,W,164.52,2026-03-05,Pending
clt_3,W,271.34,2026-03-05,Completed
clt_5,W,95.61,2026-03-05,Completed
clt_6,D,3491.80,2026-03-05,Completed
clt_8,D,520.63,2026-03-05,Completed
clt_9,D,294.12,2026-03-05,Failed
clt_1,D,28.95,2026-03-06,Completed
clt_1,D,308.27,2026-03-06,Completed
clt_10,W,1040.11,2026-03-06,Completed
clt_13,D,110.70,2026-03-06,Completed
clt_15,D,13.50,2026-03-06,Completed
clt_16,W,125.77,2026-03-06,Completed
clt_16,W,52.07,2026-03-06,Completed
clt_17,D,566.67,2026-03-06,Completed
clt_18,D,2264.22,2026-03-06,Pending
clt_2,W,453.05,2026-03-06,Completed
clt_20,W,354.05,2026-03-06,Completed
clt_5,W,2740.76,2026-03-06,Completed
clt_6,D,1765.03,2026-03-06,Completed
clt_7,W,640.16,2026-03-06,Completed
clt_9,W,305.68,2026-03-06,Pending
clt_11,W,1013.96,2026-03-07,Completed
clt_11,W,2011.88,2026-03-07,Completed
clt_11,W,969.71,2026-03-07,Failed
clt_13,D,2774.13,2026-03-07,Completed
clt_15,D,559.68,2026-03-07,Completed
clt_15,W,2395.95,2026-03-07,Completed
clt_20,W,890.73,2026-03-07,Completed
clt_5,W,504.68,2026-03-07,Pending
clt_6,D,214.81,2026-03-07,Completed
clt_7,D,630.78,2026-03-07,Pending
clt_10,D,10.04,2026-03-08,Completed
clt_11,W,537.75,2026-03-08,Completed
clt_12,D,3273.65,2026-03-08,Completed
clt_12,W,2179.97,2026-03-08,Completed
clt_16,D,1403.10,2026-03-08,Completed
clt_16,W,495.00,2026-03-08,Completed
clt_17,W,2143.17,2026-03-08,Completed
clt_2,D,3049.08,2026-03-08,Completed
clt_3,D,966.91,2026-03-08,Completed
clt_6,D,58.42,2026-03-08,Completed
clt_8,D,1576.40,2026-03-08,Completed
clt_1,D,509.85,2026-03-09,Completed
clt_1,D,637.67,2026-03-09,Completed
clt_10,D,2780.78,2026-03-09,Completed
clt_15,D,4727.35,2026-03-09,Completed
clt_15,D,4758.29,2026-03-09,Completed
clt_16,D,2361.09,2026-03-09,Completed
clt_19,W,1765.32,2026-03-09,Completed
clt_2,W,176.55,2026-03-09,Pending
clt_20,D,536.31,2026-03-09,Completed
clt_5,D,1667.79,2026-03-09,Completed
clt_6,W,245.27,2026-03-09,Completed
clt_6,W,2590.29,2026-03-09,Completed
clt_9,D,2965.71,2026-03-09,Completed
clt_9,W,420.43,2026-03-09,Pending
clt_10,D,2604.37,2026-03-10,Completed
clt_11,W,485.45,2026-03-10,Completed
clt_15,W,110.20,2026-03-10,Completed
clt_15,W,1173.67,2026-03-10,Completed
clt_16,D,808.34,2026-03-10,Completed
clt_3,W,2056.10,2026-03-10,Pending
clt_4,D,934.68,2026-03-10,Completed
clt_4,D,971.42,2026-03-10,Pending
clt_5,W,110.75,2026-03-10,Completed
clt_1,W,3941.27,2026-03-11,Completed
clt_11,W,106.25,2026-03-11,Pending
clt_11,W,381.50,2026-03-11,Pending
clt_12,D,3318.96,2026-03-11,Completed
clt_12,D,340.14,2026-03-11,Completed
clt_13,W,69.65,2026-03-11,Pending
clt_4,D,5643.30,2026-03-11,Completed
clt_5,D,316.05,2026-03-11,Pending
clt_7,W,40.14,2026-03-11,Completed
clt_9,W,367.17,2026-03-11,Completed
clt_12,D,2380.95,2026-03-12,Failed
clt_14,D,1211.71,2026-03-12,Completed
clt_14,D,1940.41,2026-03-12,Completed
clt_14,W,4034.80,2026-03-12,Pending
clt_16,D,580.32,2026-03-12,Completed
clt_17,D,2450.56,2026-03-12,Completed
clt_19,D,250.00,2026-03-12,Completed
clt_2,W,520.11,2026-03-12,Pending
clt_3,D,2021.95,2026-03-12,Completed
clt_5,D,401.56,2026-03-12,Completed
clt_7,W,2208.80,2026-03-12,Completed
clt_7,W,570.64,2026-03-12,Pending
clt_16,W,1340.60,2026-03-13,Completed
clt_18,W,29.29,2026-03-13,Completed
clt_19,D,6303.05,2026-03-13,Completed
clt_2,W,571.41,2026-03-13,Completed
clt_4,D,3031.56,2026-03-13,Completed
clt_4,W,1164.46,2026-03-13,Completed
clt_5,D,3139.42,2026-03-13,Completed
clt_10,W,2563.33,2026-03-14,Completed
clt_11,W,41.45,2026-03-14,Pending
clt_13,D,1363.17,2026-03-14,Completed
clt_14,W,395.27,2026-03-14,Completed
clt_16,W,750.41,2026-03-14,Completed
clt_18,D,222.04,2026-03-14,Pending
clt_18,D,8943.55,2026-03-14,Completed
clt_18,W,5912.57,2026-03-14,Completed
clt_2,D,1295.18,2026-03-14,Completed
clt_2,W,6344.10,2026-03-14,Completed
clt_4,D,2317.68,2026-03-14,Failed
clt_4,D,4346.22,2026-03-14,Completed
clt_6,W,3.02,2026-03-14,Completed
clt_9,W,725.36,2026-03-14,Completed
clt_11,W,122.93,2026-03-15,Completed
clt_14,W,438.82,2026-03-15,Completed
clt_15,W,31.75,2026-03-15,Completed
clt_19,D,161.59,2026-03-15,Completed
clt_19,D,2485.83,2026-03-15,Completed
clt_2,W,15.22,2026-03-15,Completed
clt_20,W,1186.23,2026-03-15,Completed
clt_6,D,458.58,2026-03-15,Completed
clt_6,D,6375.41,2026-03-15,Completed
clt_10,D,1381.96,2026-03-16,Completed
clt_13,W,91.54,2026-03-16,Completed
clt_14,W,1187.93,2026-03-16,Completed
clt_17,W,1150.09,2026-03-16,Completed
clt_19,D,1259.13,2026-03-16,Completed
clt_19,D,3446.76,2026-03-16,Completed
clt_4,D,12.49,2026-03-16,Completed
clt_5,D,3234.74,2026-03-16,Completed
clt_5,W,1.65,2026-03-16,Completed
clt_9,D,5570.53,2026-03-16,Completed
clt_9,D,839.19,2026-03-16,Completed
clt_1,D,1954.68,2026-03-17,Completed
clt_1,D,5548.48,2026-03-17,Completed
clt_1,D,5801.70,2026-03-17,Completed
clt_11,W,140.81,2026-03-17,Pending
clt_13,W,1137.23,2026-03-17,Failed
clt_14,D,2302.79,2026-03-17,Completed
clt_16,D,1990.07,2026-03-17,Completed
clt_18,D,5793.42,2026-03-17,Completed
clt_18,D,66.85,2026-03-17,Completed
clt_8,W,125.30,2026-03-17,Completed
clt_9,D,1982.07,2026-03-17,Completed
clt_11,D,4391.86,2026-03-18,Completed
clt_11,W,21.99,2026-03-18,Completed
clt_17,D,1909.85,2026-03-18,Completed
clt_2,W,3434.60,2026-03-18,Completed
clt_20,W,225.88,2026-03-18,Completed
clt_20,W,613.12,2026-03-18,Completed
clt_4,D,5634.75,2026-03-18,Completed
clt_4,W,824.48,2026-03-18,Completed
clt_5,D,4424.76,2026-03-18,Completed
clt_16,D,1764.11,2026-03-19,Completed
clt_16,W,1299.93,2026-03-19,Completed
clt_19,W,599.93,2026-03-19,Pending
clt_2,W,806.74,2026-03-19,Completed
clt_8,D,116.25,2026-03-19,Completed
clt_8,D,1448.34,2026-03-19,Completed
clt_1,D,5516.73,2026-03-20,Completed
clt_11,D,236.61,2026-03-20,Completed
clt_11,W,390.08,2026-03-20,Completed
clt_14,W,640.15,2026-03-20,Completed
clt_15,W,292.91,2026-03-20,Completed
clt_16,D,4374.57,2026-03-20,Completed
clt_19,D,30.54,2026-03-20,Completed
clt_20,W,155.32,2026-03-20,Completed
clt_3,D,4174.18,2026-03-20,Completed
clt_5,D,5242.79,2026-03-20,Completed
clt_7,W,281.49,2026-03-20,Completed
clt_8,W,1339.81,2026-03-20,Completed
clt_8,W,746.34,2026-03-20,Completed
clt_9,D,62.42,2026-03-20,Completed
clt_12,D,547.84,2026-03-21,Pending
clt_12,W,141.81,2026-03-21,Completed
clt_13,D,490.54,2026-03-21,Completed
clt_16,D,3721.93,2026-03-21,Completed
clt_16,W,559.23,2026-03-21,Completed
clt_17,W,748.82,2026-03-21,Completed
clt_20,W,2178.19,2026-03-21,Completed
clt_20,W,446.76,2026-03-21,Completed
clt_3,D,862.29,2026-03-21,Completed
clt_3,W,48.05,2026-03-21,Completed
clt_7,D,1294.39,2026-03-21,Completed
clt_8,W,3.72,2026-03-21,Completed
clt_11,D,1979.58,2026-03-22,Completed
clt_15,W,1755.72,2026-03-22,Completed
clt_16,W,2099.72,2026-03-22,Completed
clt_16,W,4454.47,2026-03-22,Completed
clt_20,D,389.65,2026-03-22,Completed
clt_20,W,214.35,2026-03-22,Completed
clt_3,D,4686.01,2026-03-22,Pending
clt_3,W,48.51,2026-03-22,Completed
clt_5,W,115.32,2026-03-22,Completed
clt_5,W,692.28,2026-03-22,Pending
clt_6,W,488.23,2026-03-22,Completed
clt_8,D,4095.88,2026-03-22,Completed
clt_8,W,6977.63,2026-03-22,Completed
clt_9,D,4293.81,2026-03-22,Completed
clt_12,D,225.40,2026-03-23,Completed
clt_14,D,4273.74,2026-03-23,Completed
clt_15,D,1687.45,2026-03-23,Completed
clt_16,W,960.45,2026-03-23,Completed
clt_17,D,1103.25,2026-03-23,Completed
clt_18,D,2236.73,2026-03-23,Completed
clt_20,D,502.65,2026-03-23,Completed
clt_3,D,1524.22,2026-03-23,Pending
clt_5,D,398.28,2026-03-23,Completed
clt_5,W,5198.34,2026-03-23,Completed
clt_6,W,649.97,2026-03-23,Pending
clt_11,W,158.06,2026-03-24,Completed
clt_15,W,5620.29,2026-03-24,Completed
clt_16,W,200.63,2026-03-24,Completed
clt_16,W,2079.45,2026-03-24,Completed
clt_19,D,3566.99,2026-03-24,Completed
clt_20,W,359.26,2026-03-24,Completed
clt_20,W,93.93,2026-03-24,Completed
clt_3,W,1001.24,2026-03-24,Failed
clt_6,W,136.55,2026-03-24,Completed
clt_1,D,1843.97,2026-03-25,Completed
clt_12,W,1384.56,2026-03-25,Completed
clt_14,W,5253.06,2026-03-25,Completed
clt_15,D,326.99,2026-03-25,Pending
clt_17,D,7057.64,2026-03-25,Completed
clt_3,W,576.69,2026-03-25,Completed
clt_4,D,106.62,2026-03-25,Completed
clt_4,D,4250.79,2026-03-25,Completed
clt_5,D,2030.01,2026-03-25,Pending
clt_5,D,552.11,2026-03-25,Completed
clt_5,W,538.19,2026-03-25,Completed
clt_6,D,7735.31,2026-03-25,Completed
clt_7,W,548.05,2026-03-25,Completed
clt_8,D,2055.94,2026-03-25,Completed
clt_8,D,3906.57,2026-03-25,Completed
clt_9,W,173.09,2026-03-25,Completed
clt_9,W,929.64,2026-03-25,Completed
clt_12,W,1186.61,2026-03-26,Pending
clt_12,W,172.11,2026-03-26,Completed
clt_12,W,6419.52,2026-03-26,Completed
clt_14,D,227.50,2026-03-26,Completed
clt_14,W,2570.36,2026-03-26,Completed
clt_14,W,582.60,2026-03-26,Pending
clt_15,D,598.68,2026-03-26,Completed
clt_3,D,3781.88,2026-03-26,Completed
clt_3,W,243.87,2026-03-26,Completed
clt_5,D,227.06,2026-03-26,Completed
clt_6,W,481.55,2026-03-26,Pending
clt_6,W,81.55,2026-03-26,Pending
clt_7,D,481.58,2026-03-26,Completed
clt_7,W,769.78,2026-03-26,Completed
clt_1,W,219.45,2026-03-27,Completed
clt_11,D,2313.87,2026-03-27,Completed
clt_11,W,1002.66,2026-03-27,Completed
clt_11,W,18.18,2026-03-27,Completed
clt_11,W,217.48,2026-03-27,Completed
clt_15,W,343.25,2026-03-27,Completed
clt_17,W,2332.03,2026-03-27,Completed
clt_18,W,132.73,2026-03-27,Pending
clt_2,D,1287.04,2026-03-27,Completed
clt_8,D,4373.69,2026-03-27,Completed
clt_8,W,1133.24,2026-03-27,Completed
clt_12,D,435.15,2026-03-28,Pending
clt_13,D,4029.49,2026-03-28,Completed
clt_19,W,518.07,2026-03-28,Pending
clt_3,D,2971.67,2026-03-28,Completed
clt_4,W,667.23,2026-03-28,Completed
clt_8,W,1155.32,2026-03-28,Completed
clt_9,W,2171.61,2026-03-28,Completed
clt_1,D,1441.25,2026-03-29,Completed
clt_10,D,260.84,2026-03-29,Completed
clt_10,D,4986.66,2026-03-29,Completed
clt_10,W,2080.37,2026-03-29,Completed
clt_12,W,63.98,2026-03-29,Completed
clt_15,D,40.15,2026-03-29,Completed
clt_15,W,2090.68,2026-03-29,Completed
clt_19,D,741.33,2026-03-29,Completed
clt_20,D,1195.18,2026-03-29,Completed
clt_20,D,635.28,2026-03-29,Completed
clt_6,W,3222.50,2026-03-29,Completed
clt_7,W,831.80,2026-03-29,Pending
clt_8,W,1096.41,2026-03-29,Completed
clt_9,W,174.35,2026-03-29,Completed
clt_1,D,119.40,2026-03-30,Completed
clt_1,D,196.74,2026-03-30,Pending
clt_10,D,2229.95,2026-03-30,Completed
clt_10,D,6038.25,2026-03-30,Completed
clt_12,D,322.61,2026-03-30,Completed
clt_12,D,4323.57,2026-03-30,Completed
clt_12,W,2399.53,2026-03-30,Completed
clt_16,W,652.09,2026-03-30,Completed
clt_6,D,4908.52,2026-03-30,Completed
clt_7,W,4697.93,2026-03-30,Completed
clt_7,W,53.87,2026-03-30,Completed
clt_10,D,431.42,2026-03-31,Completed
clt_14,D,5289.88,2026-03-31,Completed
clt_16,W,3110.18,2026-03-31,Completed
clt_19,D,325.31,2026-03-31,Completed
clt_19,W,1243.48,2026-03-31,Completed
clt_2,W,227.11,2026-03-31,Completed
clt_5,D,8096.32,2026-03-31,Completed
clt_6,D,433.83,2026-03-31,Completed
clt_8,D,1066.68,2026-03-31,Completed
clt_8,D,257.17,2026-03-31,Completed
